county,year,total_postings,mention_specialized,mention_software,mention_common,n_corporate,n_university,n_federal_lab,n_government,n_staffing,n_unclassified,n_remote,n_hybrid,n_onsite,share_remote,share_hybrid,share_onsite,share_specialized,share_software,share_common,mean_skills_per_posting,n_distinct_skills,n_rca_skills,avg_ubiquity,skill_hhi,skill_entropy,eci,fitness,skill_density,skill_coherence,avg_centrality,corp_n_rca_skills,univ_n_rca_skills,fede_n_rca_skills,gove_n_rca_skills,staf_n_rca_skills,rucc_2023,rucc_tier
16059,2013,583,2187,83,1269,239,3,0,16,7,318,11,4,566,,,0.97084,0.617971,0.023453,0.358576,6.07033,829.0,691.0,797.516,0.00443937,8.84777,-0.699586,1.97952e-7,0.0241359,0.213508,0.0659202,158.0,,,9.0,2.0,9,rural
16061,2013,248,783,60,359,93,4,0,8,16,127,17,3,228,,,0.919355,0.651414,0.0499168,0.298669,4.84677,515.0,448.0,760.745,0.00487125,8.4766,-0.464543,3.89659e-8,0.0157785,0.204898,0.0644554,37.0,1.0,,13.0,2.0,8,nonmetro_adjacent
16063,2013,173,865,53,409,86,0,0,12,5,70,1,0,172,,,0.99422,0.651846,0.0399397,0.308214,7.67052,391.0,341.0,940.386,0.00598264,8.01001,-0.394121,4.64546e-8,0.0120073,0.248602,0.0642279,87.0,,,4.0,1.0,8,nonmetro_adjacent
16065,2013,2067,6707,1047,5753,862,363,0,21,57,764,77,4,1985,,,0.960329,0.496557,0.0775154,0.425927,6.53459,1824.0,1241.0,606.872,0.00462807,9.29603,-0.796822,0.0000523555,0.0462576,0.17441,0.0709268,369.0,166.0,,5.0,46.0,4,nonmetro_adjacent
16067,2013,757,1947,178,1176,297,1,0,5,17,437,1,1,755,,,0.997358,0.589821,0.0539231,0.356256,4.36063,779.0,621.0,802.018,0.00489556,8.70726,-0.622164,2.28865e-7,0.0219979,0.211968,0.0661436,179.0,,,,2.0,7,rural
16069,2013,6521,21430,2001,14893,2121,53,4,108,258,3977,371,41,6107,,,0.936513,0.55918,0.0522127,0.388608,5.87701,3572.0,2197.0,542.355,0.00410411,9.8326,-0.945036,0.0000332161,0.0825837,0.168465,0.0748774,736.0,42.0,4.0,88.0,171.0,3,small_metro
16071,2013,39,112,6,119,22,0,0,3,0,14,0,0,39,,,1.0,0.472574,0.0253165,0.50211,6.07692,95.0,93.0,1245.56,0.0181417,6.22431,-0.145108,9.74097e-10,0.00299373,0.295958,0.0565944,25.0,,,,0.0,8,nonmetro_adjacent
16073,2013,184,605,10,498,76,2,0,5,16,85,2,0,182,,,0.98913,0.543576,0.00898473,0.447439,6.04891,368.0,321.0,1002.3,0.00773429,7.80194,-0.428639,2.17426e-8,0.0110137,0.249353,0.062553,69.0,,,,3.0,2,small_metro
16075,2013,847,2383,146,1931,325,3,0,6,35,478,7,4,836,,,0.987013,0.534305,0.0327354,0.43296,5.26564,956.0,754.0,834.328,0.00522311,8.83366,-0.764971,1.93348e-7,0.0265057,0.23279,0.0674739,191.0,,,,9.0,6,nonmetro_adjacent
16077,2013,319,905,39,605,151,0,0,2,27,139,2,5,312,,,0.978056,0.584248,0.0251775,0.390575,4.8558,382.0,325.0,1089.05,0.00695465,7.93273,-0.496846,7.70499e-9,0.0107384,0.279724,0.0608681,118.0,,,,1.0,8,nonmetro_adjacent
16079,2013,562,1961,119,1243,335,12,0,3,12,200,2,19,541,,,0.962633,0.590129,0.035811,0.37406,5.91281,709.0,583.0,859.139,0.00536472,8.55638,-0.633831,1.09935e-7,0.0203738,0.229987,0.0655589,213.0,,,0.0,0.0,8,nonmetro_adjacent
16081,2013,202,550,55,539,84,0,0,14,9,95,7,6,189,,,0.935644,0.480769,0.0480769,0.471154,5.66337,366.0,318.0,879.921,0.00915081,7.76108,-0.363357,7.40736e-8,0.0112844,0.221109,0.063937,68.0,,,2.0,5.0,9,rural
16083,2013,9342,32579,3440,25921,3264,125,10,90,560,5293,370,66,8898,,,0.952473,0.525977,0.0555376,0.418486,6.63027,4366.0,2541.0,500.186,0.00480288,9.76094,-0.814271,0.000408368,0.0970009,0.159503,0.0758168,1046.0,128.0,6.0,57.0,283.0,3,small_metro
16085,2013,1069,3788,241,2704,431,17,0,7,20,594,34,9,1025,,,0.95884,0.562602,0.0357939,0.401604,6.29841,1202.0,898.0,726.556,0.00531109,8.9698,-0.788275,4.14509e-7,0.0317202,0.201043,0.0675016,236.0,12.0,,5.0,2.0,9,rural
16087,2013,373,2098,54,1022,187,2,0,8,30,146,3,0,370,,,0.991957,0.660996,0.0170132,0.321991,8.50938,573.0,444.0,858.223,0.00777723,8.01793,-0.435053,3.79664e-7,0.0160376,0.227331,0.0660831,176.0,,,4.0,10.0,6,nonmetro_adjacent
16999,2013,3392,18636,2393,12365,1696,122,2,47,219,1306,95,22,3274,,,0.965212,0.558064,0.0716596,0.370276,9.84493,4090.0,2648.0,442.558,0.0033868,10.1322,-0.628236,0.000472956,0.105536,0.148975,0.0772155,856.0,137.0,,39.0,101.0,,
17001,2013,4849,16016,1108,11611,2089,74,2,64,324,2296,67,11,4760,,,0.981646,0.557369,0.0385592,0.404072,5.92596,2541.0,1611.0,663.817,0.00571193,9.31349,-1.07643,0.00000607518,0.0577477,0.198811,0.0722897,636.0,55.0,,62.0,143.0,5,rural
17003,2013,82,399,19,375,38,0,0,0,9,35,1,0,81,,,0.987805,0.503153,0.0239596,0.472888,9.67073,246.0,223.0,1177.09,0.00905941,7.36324,-0.36156,6.12284e-9,0.00738688,0.282584,0.0598608,69.0,,,,1.0,3,small_metro
17005,2013,431,3284,286,2158,254,60,0,27,13,77,1,1,429,,,0.99536,0.573324,0.0499302,0.376746,13.29,865.0,592.0,786.796,0.00702286,8.28937,-0.54501,2.93166e-7,0.0214387,0.214098,0.0673637,178.0,60.0,,37.0,2.0,1,large_metro
17007,2013,1149,5109,412,3946,779,2,1,2,129,236,2,11,1136,,,0.988686,0.539664,0.0435196,0.416816,8.23934,1270.0,919.0,761.623,0.00522345,8.94493,-0.774484,6.0364e-7,0.0331993,0.211668,0.0693473,447.0,,,,113.0,2,small_metro
17009,2013,1481,12977,2145,7840,1231,8,0,12,25,205,22,2,1456,,,0.983119,0.565151,0.0934152,0.341434,15.5044,2419.0,1516.0,439.124,0.00416769,9.38823,-0.46223,0.0000631915,0.0617178,0.150029,0.0755882,793.0,5.0,,2.0,3.0,9,rural
17011,2013,1787,10558,920,7159,865,10,0,8,142,762,30,8,1747,,,0.977616,0.566507,0.0493642,0.384128,10.4292,2375.0,1605.0,543.531,0.00343157,9.67682,-0.749677,0.0000294708,0.0630922,0.161096,0.0746171,496.0,1.0,,1.0,107.0,7,rural
17013,2013,187,851,65,482,35,0,0,2,1,149,3,0,184,,,0.983957,0.608727,0.046495,0.344778,7.47594,536.0,457.0,773.452,0.00647256,8.3574,-0.410883,3.14971e-7,0.0171749,0.200578,0.0683429,16.0,,,,,1,large_metro
17015,2013,244,890,66,595,123,0,0,1,12,108,0,0,244,,,1.0,0.573823,0.0425532,0.383623,6.35656,468.0,403.0,942.327,0.00555495,8.19732,-0.500201,1.69536e-7,0.013943,0.249708,0.0636632,82.0,,,0.0,5.0,9,rural
17017,2013,263,864,103,842,158,1,0,1,14,89,2,2,259,,,0.984791,0.477612,0.0569375,0.465451,6.87833,473.0,401.0,905.775,0.00761288,7.96775,-0.469114,3.4419e-7,0.0142124,0.220959,0.0646779,107.0,,,,11.0,6,nonmetro_adjacent
17019,2013,19241,84719,12303,55862,8854,2234,12,128,1230,6783,269,90,18880,,,0.981238,0.554139,0.0804728,0.365388,7.94574,6035.0,3344.0,364.673,0.00381344,10.1696,0.0069424,0.0534235,0.139725,0.129852,0.0783007,1498.0,1281.0,17.0,91.0,580.0,3,small_metro
17021,2013,615,2151,149,1552,412,0,1,7,58,137,2,1,612,,,0.995122,0.558411,0.0386812,0.402908,6.26341,813.0,658.0,893.272,0.00550806,8.67257,-0.770911,1.1338e-7,0.0226217,0.230961,0.0653406,207.0,,,1.0,54.0,6,nonmetro_adjacent
17023,2013,305,1442,114,986,199,6,0,6,26,68,4,1,300,,,0.983607,0.56727,0.0448466,0.387884,8.33443,698.0,564.0,851.22,0.00557835,8.55355,-0.644216,9.19164e-8,0.0194824,0.219647,0.0644786,150.0,1.0,,,19.0,8,nonmetro_adjacent
17025,2013,284,1158,130,928,155,0,0,0,24,105,0,1,283,,,0.996479,0.522563,0.0586643,0.418773,7.80282,527.0,441.0,930.68,0.00707075,8.14245,-0.571332,6.65525e-8,0.0149464,0.234468,0.0627129,135.0,,,,31.0,9,rural
17027,2013,1937,7459,541,6915,1073,0,0,2,367,495,6,35,1895,,,0.978317,0.500101,0.0362722,0.463627,7.70005,1636.0,1014.0,678.638,0.00859454,8.66412,-0.66572,0.00000226647,0.0390835,0.187254,0.0726103,337.0,,,,187.0,1,large_metro
17029,2013,3540,11110,949,9080,1159,429,0,15,229,1708,164,17,3358,,,0.948588,0.525569,0.0448933,0.429538,5.97147,2499.0,1654.0,635.134,0.00522273,9.44723,-1.01386,0.0000112866,0.0604237,0.186318,0.0726403,459.0,225.0,,3.0,117.0,5,rural
17031,2013,464124,3540936,663773,2170994,245156,15221,691,2751,59618,140687,7600,3621,452551,,,0.975065,0.55538,0.10411,0.340511,13.7371,17675.0,6676.0,147.132,0.0029901,10.6215,4.49076,138.308,0.305377,0.102676,0.0774035,6715.0,3028.0,627.0,1302.0,4080.0,1,large_metro
17033,2013,375,1987,107,1358,251,2,0,3,22,97,0,1,374,,,0.997333,0.575608,0.0309965,0.393395,9.20533,785.0,631.0,859.966,0.00506399,8.66446,-0.667507,2.21711e-7,0.0221059,0.226423,0.0659602,205.0,,,1.0,36.0,6,nonmetro_adjacent
17035,2013,727,3662,249,3135,605,2,0,1,54,65,2,11,714,,,0.982118,0.519728,0.0353392,0.444933,9.69188,1354.0,1015.0,760.398,0.00593682,8.93239,-0.87208,0.0000011602,0.0360791,0.213075,0.0690897,358.0,,,,47.0,9,rural
17037,2013,4194,19438,1601,14333,2250,600,4,12,345,983,21,38,4135,,,0.985932,0.549531,0.0452618,0.405208,8.43395,2878.0,1735.0,585.343,0.00515952,9.42591,-0.813705,0.0000624138,0.0660579,0.173829,0.0742364,673.0,329.0,1.0,4.0,176.0,1,large_metro
17039,2013,822,3515,145,2313,503,0,0,30,29,260,1,4,817,,,0.993917,0.588481,0.0242759,0.387243,7.26642,879.0,672.0,789.97,0.00572953,8.64391,-0.653069,1.57773e-7,0.0242338,0.209538,0.0676066,294.0,,,12.0,10.0,6,nonmetro_adjacent
17041,2013,545,2644,126,2338,374,1,0,3,20,147,3,4,538,,,0.987156,0.517619,0.0246672,0.457713,9.37248,778.0,640.0,853.968,0.00842859,8.286,-0.682959,1.64067e-7,0.0223674,0.225214,0.0659374,311.0,,,,5.0,8,nonmetro_adjacent
17043,2013,93408,643199,110512,435757,55299,2646,99,593,12715,22056,650,1151,91555,,,0.980162,0.540745,0.0929088,0.366346,12.7341,11579.0,4606.0,239.714,0.00343613,10.373,1.71618,0.506885,0.209079,0.112713,0.0798165,3822.0,994.0,125.0,496.0,2323.0,1,large_metro
17045,2013,596,2939,365,2083,347,2,0,3,84,160,6,0,590,,,0.989933,0.545573,0.0677557,0.386672,9.03859,854.0,669.0,770.653,0.00658417,8.58138,-0.63995,3.56486e-7,0.0237065,0.204899,0.0663155,278.0,,,,53.0,6,nonmetro_adjacent
17047,2013,37,169,1,144,21,1,0,0,0,15,0,0,37,,,1.0,0.538217,0.00318471,0.458599,8.48649,142.0,134.0,1371.84,0.0119477,6.77942,-0.247896,1.40782e-9,0.0042689,0.343608,0.0567782,29.0,,,,,9,rural
17049,2013,1590,6115,543,6095,972,1,1,18,61,537,8,13,1566,,,0.984906,0.479495,0.0425782,0.477927,8.02075,1459.0,992.0,717.897,0.00694112,8.81956,-0.797212,0.00000130393,0.0368251,0.194097,0.0706942,476.0,,,12.0,48.0,7,rural
17051,2013,253,1249,52,1064,154,2,0,8,16,73,2,0,251,,,0.992095,0.528118,0.0219873,0.449894,9.34783,519.0,430.0,1043.11,0.00758757,8.03797,-0.588473,1.92331e-8,0.0145376,0.277331,0.0633749,139.0,,,4.0,16.0,6,nonmetro_adjacent
17053,2013,424,1294,59,751,257,0,0,0,30,137,0,2,422,,,0.995283,0.615019,0.0280418,0.356939,4.96226,558.0,465.0,995.23,0.00585839,8.34544,-0.603986,3.07302e-8,0.0157245,0.257373,0.0633614,140.0,,,,22.0,3,small_metro
17055,2013,495,1606,49,1516,313,2,0,7,15,158,1,0,494,,,0.99798,0.506465,0.0154525,0.478083,6.40606,592.0,480.0,1000.23,0.0098294,7.97147,-0.600099,1.05566e-7,0.016697,0.25295,0.0648755,190.0,,,2.0,4.0,7,rural
17057,2013,712,2636,283,1696,427,4,0,0,71,210,6,6,700,,,0.983146,0.571181,0.0613218,0.367497,6.48174,982.0,748.0,812.253,0.00674033,8.76026,-0.758511,3.16245e-7,0.0261838,0.216976,0.0665306,192.0,,,,36.0,6,nonmetro_adjacent
17059,2013,61,301,22,182,41,0,0,0,1,19,2,0,59,,,0.967213,0.59604,0.0435644,0.360396,8.27869,196.0,170.0,1069.25,0.0102539,7.15261,-0.201685,2.54803e-8,0.00582764,0.242151,0.0606972,37.0,,,,,8,nonmetro_adjacent
17061,2013,205,762,50,758,140,10,0,0,5,50,1,0,204,,,0.995122,0.48535,0.0318471,0.482803,7.65854,421.0,351.0,1049.43,0.00908434,7.80537,-0.522741,1.42463e-8,0.0118109,0.270135,0.0621221,93.0,23.0,,,,8,nonmetro_adjacent
17063,2013,1988,9964,569,7123,1403,2,2,6,182,393,1,12,1975,,,0.993461,0.564341,0.032227,0.403432,8.88129,1496.0,1020.0,711.977,0.00523871,8.9149,-0.791213,7.84932e-7,0.0371416,0.193781,0.0696777,547.0,,,1.0,132.0,1,large_metro
17065,2013,126,621,36,474,87,0,0,0,6,33,0,0,126,,,1.0,0.549072,0.0318302,0.419098,8.97619,290.0,244.0,988.908,0.00801385,7.55576,-0.313375,1.32229e-8,0.00855824,0.240882,0.0630293,94.0,,,,1.0,9,rural
17067,2013,524,2951,451,1796,228,7,0,8,45,236,20,2,501,,,0.956107,0.567718,0.0867641,0.345518,9.91985,1245.0,929.0,637.859,0.00386392,9.20859,-0.691698,0.00000172606,0.0346605,0.177399,0.0697355,202.0,2.0,,,17.0,9,rural
17069,2013,24,151,0,127,10,0,0,1,0,13,0,0,24,,,1.0,0.543165,0.0,0.456835,11.5833,73.0,69.0,1589.12,0.0207546,5.84797,-0.15407,3.80689e-10,0.00216199,0.41209,0.055017,27.0,,,,,9,rural
17071,2013,29,213,10,123,19,0,0,0,1,9,0,1,28,,,0.965517,0.615607,0.0289017,0.355491,11.931,198.0,187.0,783.335,0.00848675,7.32476,-0.0885801,6.57257e-8,0.00723627,0.174738,0.0680492,22.0,,,,,9,rural
17073,2013,1770,6534,575,4443,580,14,3,18,110,1045,94,9,1666,,,0.941243,0.565616,0.0497749,0.384609,6.52655,2011.0,1460.0,585.593,0.00428866,9.49195,-0.770642,0.0000384008,0.0564331,0.164282,0.0734269,339.0,6.0,,7.0,68.0,2,small_metro
17075,2013,608,1954,127,1452,266,7,0,7,97,231,24,5,578,,,0.950658,0.553071,0.0359468,0.410982,5.81086,922.0,704.0,850.119,0.00570505,8.73568,-0.759835,1.03496e-7,0.0242793,0.228254,0.065746,158.0,1.0,,1.0,52.0,8,nonmetro_adjacent
17077,2013,2718,11682,758,9342,1224,514,4,18,161,797,41,11,2665,,,0.9805,0.536314,0.0347994,0.428886,8.01398,2491.0,1692.0,586.675,0.00597975,9.32638,-0.812845,0.0000581733,0.0642997,0.178102,0.0742298,431.0,315.0,10.0,4.0,121.0,5,rural
17079,2013,107,506,41,277,46,2,0,0,18,41,1,0,106,,,0.990654,0.614078,0.0497573,0.336165,7.70093,287.0,256.0,966.451,0.00726388,7.73844,-0.297353,3.5344e-8,0.00901487,0.224742,0.0630919,45.0,,,,22.0,9,rural
17081,2013,2632,10561,464,6617,1945,54,3,7,112,511,7,13,2612,,,0.992401,0.598628,0.0263009,0.375071,6.70289,1774.0,1222.0,736.161,0.00537189,9.14296,-0.91908,0.00000155262,0.0436434,0.212205,0.0706876,606.0,8.0,1.0,0.0,82.0,7,rural
17083,2013,284,1028,100,1015,157,39,0,6,8,74,1,2,281,,,0.989437,0.479701,0.0466636,0.473635,7.54577,528.0,442.0,902.836,0.00736274,8.1122,-0.543214,2.56058e-7,0.015534,0.218363,0.06444,97.0,50.0,,1.0,0.0,1,large_metro
17085,2013,709,3113,475,2394,207,0,0,3,34,465,0,3,706,,,0.995769,0.520395,0.0794049,0.400201,8.43724,1043.0,790.0,722.137,0.00515086,8.95238,-0.682721,7.78199e-7,0.0289848,0.193185,0.0687646,185.0,,,,18.0,8,nonmetro_adjacent
17087,2013,130,619,16,509,75,1,0,6,3,45,2,0,128,,,0.984615,0.541084,0.013986,0.44493,8.8,333.0,286.0,1129.14,0.0107004,7.47862,-0.482242,4.65025e-9,0.0092569,0.283353,0.0593988,66.0,,,2.0,,8,nonmetro_adjacent
17089,2013,26169,127247,13243,100879,15340,1041,13,130,2595,7050,211,281,25665,,,0.980741,0.527189,0.0548662,0.417945,9.22347,6529.0,3055.0,433.825,0.00478854,9.84565,-0.301178,0.0326828,0.122827,0.136932,0.07681,1907.0,456.0,16.0,118.0,786.0,1,large_metro
17091,2013,5511,23073,1671,16598,3807,20,0,67,357,1260,35,29,5446,,,0.988205,0.558101,0.0404189,0.40148,7.50172,2743.0,1719.0,641.979,0.00528518,9.36939,-1.01275,0.0000325226,0.0622517,0.190363,0.0727138,947.0,25.0,,54.0,272.0,3,small_metro
17093,2013,3247,13079,782,12385,2273,5,2,21,167,779,6,48,3192,,,0.983061,0.498324,0.029795,0.471881,8.08315,2037.0,1270.0,672.336,0.00722928,8.92971,-0.807943,0.00000578773,0.047336,0.193296,0.0722876,667.0,1.0,,10.0,117.0,1,large_metro
17095,2013,2099,8426,446,5922,1275,72,1,39,58,654,5,9,2085,,,0.99333,0.569555,0.0301474,0.400297,7.04812,1832.0,1310.0,712.169,0.00567152,9.11175,-0.978719,0.00000633181,0.0468484,0.208423,0.0710627,465.0,63.0,,23.0,49.0,4,nonmetro_adjacent
17097,2013,68067,534155,88169,322692,42105,572,113,382,10991,13904,379,815,66850,,,0.982121,0.565234,0.0932989,0.341467,13.8836,10665.0,4554.0,209.807,0.00313291,10.4355,2.07717,2.33197,0.210328,0.116857,0.0812093,3753.0,291.0,151.0,342.0,2132.0,1,large_metro
17099,2013,4987,17148,1342,13921,2606,25,1,21,331,2003,74,42,4871,,,0.97674,0.52908,0.0414057,0.429515,6.4991,2725.0,1720.0,618.147,0.00522662,9.32139,-0.966965,0.0000147217,0.0631657,0.180134,0.0727018,714.0,13.0,,9.0,197.0,4,nonmetro_adjacent
17101,2013,352,1566,181,1072,193,2,0,10,36,111,7,0,345,,,0.980114,0.555516,0.0642072,0.380277,8.00852,701.0,561.0,821.054,0.00554352,8.61215,-0.600283,2.86894e-7,0.0196351,0.204201,0.0647497,122.0,,,2.0,49.0,9,rural
17103,2013,1146,5557,420,3543,563,41,0,41,135,366,19,3,1123,,,0.97993,0.583718,0.0441176,0.372164,8.30716,1330.0,974.0,755.152,0.004273,9.12395,-0.890522,2.27749e-7,0.034056,0.212659,0.0679861,357.0,37.0,,39.0,96.0,6,nonmetro_adjacent
17105,2013,753,3355,285,2435,441,11,0,5,99,197,1,12,740,,,0.982736,0.552263,0.0469136,0.400823,8.06773,1156.0,887.0,784.729,0.0044639,9.00771,-0.825662,9.32285e-7,0.0312084,0.207978,0.0674132,300.0,2.0,,0.0,109.0,6,nonmetro_adjacent
17107,2013,1199,4384,381,3287,605,9,0,27,55,503,30,5,1164,,,0.970809,0.544461,0.0473174,0.408222,6.7156,1522.0,1114.0,657.117,0.0050563,9.17954,-0.684861,0.0000173222,0.0428956,0.17524,0.0723306,300.0,6.0,,18.0,45.0,6,nonmetro_adjacent
17109,2013,1194,4629,535,2960,555,65,0,12,81,481,22,9,1163,,,0.974037,0.569793,0.0658543,0.364353,6.80402,1434.0,1041.0,695.207,0.00425746,9.25719,-0.787279,0.00000526454,0.0375011,0.190674,0.068835,263.0,42.0,,8.0,53.0,7,rural
17111,2013,12712,61327,5453,49789,7745,148,66,133,1259,3361,60,198,12454,,,0.979704,0.5261,0.0467792,0.42712,9.17,4609.0,2361.0,493.801,0.00535542,9.59806,-0.596516,0.013256,0.0932484,0.152349,0.0762652,1350.0,182.0,117.0,101.0,456.0,1,large_metro
17113,2013,19114,97668,20287,62071,7360,800,55,121,3061,7717,754,102,18256,,,0.955111,0.542522,0.112689,0.344789,9.41854,6310.0,3012.0,289.195,0.00322795,10.3063,0.619142,0.052681,0.133925,0.126089,0.0804675,1630.0,380.0,34.0,80.0,1148.0,3,small_metro
17115,2013,7363,28249,2944,19650,3355,29,5,67,553,3354,294,34,7034,,,0.955317,0.555612,0.0579037,0.386484,6.9052,4151.0,2539.0,503.553,0.00407026,9.89714,-0.811874,0.0000824243,0.0974672,0.156205,0.0758826,949.0,23.0,16.0,54.0,359.0,3,small_metro
17117,2013,622,2455,276,2315,332,15,0,7,33,235,3,4,615,,,0.988746,0.486524,0.0546968,0.458779,8.11254,775.0,594.0,820.0,0.00703288,8.31202,-0.61997,3.43703e-7,0.0215057,0.207112,0.0672315,205.0,2.0,,1.0,22.0,1,large_metro
17119,2013,13087,60632,5442,45358,8298,322,90,108,1095,3174,94,131,12860,,,0.982655,0.544117,0.048837,0.407046,8.51471,5327.0,2703.0,467.731,0.00537936,9.73012,-0.557007,0.00118936,0.106364,0.147062,0.076408,1355.0,241.0,72.0,72.0,551.0,1,large_metro
17121,2013,1279,4994,445,3403,926,10,0,1,65,277,4,1,1274,,,0.996091,0.564804,0.050328,0.384868,6.91321,1452.0,1041.0,739.316,0.00531521,9.10885,-0.857505,0.00000775518,0.0374716,0.2005,0.0693093,409.0,1.0,,,44.0,7,rural
17123,2013,303,802,19,451,123,0,0,16,10,154,0,2,301,,,0.993399,0.630503,0.0149371,0.35456,4.19802,361.0,313.0,1036.68,0.00681713,7.8501,-0.428639,3.40952e-8,0.0108029,0.255838,0.0629,71.0,,,7.0,1.0,2,small_metro
17125,2013,178,631,46,513,125,2,0,0,18,33,0,3,175,,,0.983146,0.530252,0.0386555,0.431092,6.68539,422.0,369.0,907.845,0.0076294,7.96069,-0.38161,4.97739e-7,0.0133841,0.20066,0.0652423,83.0,,,,1.0,8,nonmetro_adjacent
17127,2013,550,3427,205,2587,430,0,0,2,22,96,1,0,549,,,0.998182,0.551053,0.0329635,0.415983,11.3073,825.0,615.0,822.856,0.00677953,8.37918,-0.611231,3.30947e-7,0.0218189,0.218205,0.0663225,314.0,,,,20.0,3,small_metro
17129,2013,103,243,0,283,90,1,0,1,4,7,1,1,101,,,0.980583,0.461977,0.0,0.538023,5.1068,129.0,116.0,1553.77,0.0193801,6.25561,-0.285268,3.79359e-10,0.0035519,0.401788,0.0545685,50.0,,,,0.0,3,small_metro
17131,2013,244,816,27,666,148,0,0,0,7,89,1,2,241,,,0.987705,0.540755,0.0178926,0.441352,6.18443,320.0,260.0,1121.58,0.014822,7.25664,-0.410882,1.59132e-8,0.00869353,0.283884,0.0607164,83.0,,,,,2,small_metro
17133,2013,509,2082,103,1772,392,0,1,2,11,103,2,5,502,,,0.986248,0.526156,0.0260298,0.447814,7.77407,792.0,618.0,860.441,0.00771211,8.41242,-0.64948,1.25625e-7,0.0221928,0.221358,0.0673443,243.0,,,,2.0,1,large_metro
17135,2013,482,1765,122,1573,281,0,1,1,39,160,4,2,475,,,0.985477,0.510116,0.0352601,0.454624,7.17842,686.0,551.0,971.226,0.00746584,8.29285,-0.697093,7.55974e-8,0.0186722,0.253617,0.0641517,162.0,,,,37.0,6,nonmetro_adjacent
17137,2013,1057,3882,268,2913,628,33,0,30,68,298,13,12,1032,,,0.976348,0.549625,0.0379442,0.412431,6.68212,1327.0,977.0,757.8,0.0058591,9.02273,-0.878842,5.01582e-7,0.0345305,0.208356,0.068373,286.0,44.0,,22.0,16.0,4,nonmetro_adjacent
17139,2013,196,641,64,394,76,1,0,3,32,84,0,0,196,,,1.0,0.583257,0.0582348,0.358508,5.60714,350.0,305.0,920.747,0.00788954,7.79596,-0.37787,3.72184e-8,0.0106917,0.220915,0.0633215,57.0,,,0.0,29.0,8,nonmetro_adjacent
17141,2013,1349,6168,374,4520,866,5,0,2,65,411,4,10,1335,,,0.989622,0.557585,0.0338094,0.408606,8.20015,1472.0,1043.0,713.708,0.00479123,9.06024,-0.810549,0.00000210458,0.0381696,0.19372,0.0700036,459.0,2.0,,,29.0,6,nonmetro_adjacent
17143,2013,22389,113384,17369,74423,10958,393,35,245,3095,7663,554,151,21679,,,0.968288,0.552618,0.0846542,0.362728,9.16414,6485.0,2988.0,369.828,0.00373489,10.12,0.0481943,0.00739317,0.125552,0.131652,0.0783548,1762.0,236.0,68.0,137.0,1027.0,2,small_metro
17145,2013,229,1052,51,630,158,1,0,0,9,61,0,0,229,,,1.0,0.60704,0.0294287,0.363531,7.56769,458.0,378.0,1051.91,0.00666836,8.09193,-0.53205,2.05563e-8,0.012833,0.270456,0.0629287,125.0,,,,5.0,7,rural
17147,2013,904,3758,188,2881,523,8,3,0,48,322,23,11,870,,,0.962389,0.550461,0.0275377,0.422001,7.55199,1215.0,952.0,786.529,0.00497977,8.99532,-0.852788,5.3347e-7,0.0339518,0.21099,0.0688511,340.0,5.0,,,20.0,3,small_metro
17149,2013,552,1795,123,931,261,5,0,20,61,205,20,1,530,,,0.960145,0.630046,0.043173,0.326781,5.16123,898.0,703.0,740.597,0.00500678,8.85011,-0.663757,1.13872e-7,0.0250274,0.203995,0.0667561,99.0,1.0,,8.0,20.0,9,rural
17151,2013,57,210,0,160,10,5,0,23,0,19,3,0,54,,,0.947368,0.567568,0.0,0.432432,6.49123,120.0,111.0,1105.52,0.0140248,6.50334,-0.170918,3.19127e-9,0.00393616,0.264568,0.0626595,4.0,1.0,,19.0,,8,nonmetro_adjacent
17153,2013,382,1707,181,946,256,27,5,0,10,84,5,0,377,,,0.986911,0.602329,0.0638673,0.333804,7.41885,914.0,760.0,594.419,0.00345612,9.1752,-0.459108,0.00000380095,0.0302423,0.160154,0.0721499,195.0,7.0,,,,8,nonmetro_adjacent
17155,2013,404,1706,186,1010,82,4,0,2,40,276,7,3,394,,,0.975248,0.58787,0.0640937,0.348036,7.18317,1066.0,878.0,688.357,0.00379286,9.29027,-0.681131,0.00000267233,0.0325463,0.184707,0.0694143,50.0,,,,28.0,8,nonmetro_adjacent
17157,2013,706,2394,107,1653,490,0,0,6,26,184,0,3,703,,,0.995751,0.576312,0.0257583,0.39793,5.88385,881.0,691.0,877.665,0.00658275,8.53555,-0.751419,3.42552e-7,0.0240742,0.235709,0.0664966,221.0,,,0.0,11.0,6,nonmetro_adjacent
17159,2013,444,1135,60,927,361,2,0,0,15,66,2,1,441,,,0.993243,0.534873,0.0282752,0.436852,4.77928,464.0,392.0,1099.17,0.00808238,7.92855,-0.581351,3.78955e-8,0.0130021,0.285338,0.0619542,162.0,,,,24.0,7,rural
17161,2013,10427,55641,8454,35687,5343,159,288,99,1188,3350,92,67,10267,,,0.984655,0.557626,0.0847247,0.35765,9.56958,4626.0,2407.0,439.136,0.00357476,10.0162,-0.398742,0.00127127,0.0967924,0.141262,0.0762298,1326.0,86.0,141.0,78.0,557.0,2,small_metro
17163,2013,11426,64208,9989,41330,7337,308,29,82,809,2861,133,85,11206,,,0.980746,0.555784,0.0864646,0.357752,10.1109,5162.0,2677.0,378.636,0.00401486,10.0287,0.00177987,0.00420273,0.111598,0.133126,0.0776422,1565.0,188.0,24.0,91.0,550.0,1,large_metro
